"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"116","288.23517468542866","283.4737229840042","4.9127418205242295","-0.3082983947671616","0.0224609375","0.01123046875","0.03369140625","1300","0.0001518704091773621","0","0.0001518704091773621","0.0001518704091773621","116_115:0.0052232851960201665;116_117:0.006325053524469104","116_115:660;116_117:660","true"
"117","224.6003664120769","269.3637829925658","4.8331246821616105","-0.3092141826105853","0.020263671875","0.013671875","0.02685546875","1300","0.00027358554935230927","0","0.00027358554935230927","0.00027358554935230927","117_118:0.011003793632253622","117_118:660","true"
"118","199.0205136621843","165.93267435192732","4.732973548530305","-0.3103162291505652","0.005615234375","0.0078125","0.00341796875","1300","0.0003294099000530598","0","0.0003294099000530598","0.0003294099000530598","118_119:0.008369025821997056","118_119:660","true"
"119","9.941314519029863","147.27475518125954","4.802589550581098","-0.28980565670333075","0.021484375","0.017578125","0.025390625","1300","0.00021684000992855425","0","0.00021684000992855425","0.00021684000992855425","","","true"
"120","238.52077901142604","290.35675552621217","4.83661684898145","-0.3088294992030973","0.01611328125","0.013671875","0.0185546875","1300","0.0002336487257413548","0","0.0002336487257413548","0.0002336487257413548","120_119:0.00814416880294172","120_119:660","true"
"121","236.25276608372272","233.5408804293761","4.967924832613705","-0.30831927501521805","0.017333984375","0.021484375","0.01318359375","1300","0.00028917059105412524","0","0.00028917059105412524","0.00028917059105412524","121_120:0.007137568347258927","121_120:660","true"
"122","160.95629819087642","163.1483212107789","4.937578373187825","-0.307131343243749","0.01953125","0.02197265625","0.01708984375","1300","0.0005343406140934675","0","0.0005343406140934675","0.0005343406140934675","122_121:0.010050354624739244;122_123:0.00955946129035623;122_111:0.006831438218434682","122_121:660;122_123:660;122_111:660","true"
"123","235.0776377669458","158.60894272873526","5.034333422554303","-0.3063945650809262","0.01611328125","0.013671875","0.0185546875","1300","0.00031627023282141634","0","0.00031627023282141634","0.00031627023282141634","","","true"
"124","272.0052403270009","243.48326499665788","4.949163545523971","-0.30728609162938675","0.01708984375","0.01220703125","0.02197265625","1300","0.00014967142651776627","0","0.00014967142651776627","0.00014967142651776627","124_123:0.006080127408489955","124_123:660","true"
"125","193.9481595478729","160.6750839911967","4.859126201587496","-0.3081939603922578","0.0087890625","0.0087890625","0.0087890625","1300","0.00023420257266004181","0","0.00023420257266004181","0.00023420257266004181","125_124:0.007890587977313235;125_126:0.006624431070010706","125_124:660;125_126:660","true"
"126","191.73041471845386","170.78164872471498","4.908243771924405","-0.30857572639301106","0.009521484375","0.00830078125","0.0107421875","1300","0.00020786922005035355","0","0.00020786922005035355","0.00020786922005035355","","","true"
