"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"116","275.53998031707187","359.65939230698086","4.91273992483288","-0.3082983947671616","0.0146484375","0.01220703125","0.01708984375","1300","0.00024708577232594313","0","0.00024708577232594313","0.00024708577232594313","116_115:0.006740570823899283;116_117:0.013002307336967334","116_115:660;116_117:660","true"
"117","171.13950426046986","279.94808933453544","4.8331067331535325","-0.3092141826105853","0.019775390625","0.01953125","0.02001953125","1300","0.00031285809891247647","0","0.00031285809891247647","0.00031285809891247647","117_118:0.009778650740045414","117_118:660","true"
"118","121.62468108484401","145.20172390086387","4.732976783789233","-0.3103162291505652","0.009521484375","0.00439453125","0.0146484375","1300","0.00041982670934753654","0","0.00041982670934753654","0.00041982670934753654","118_119:0.014201808584337006","118_119:660","true"
"119","182.01763464027707","19.962122136808496","4.802679744986229","-0.28980565670333075","0.020751953125","0.02490234375","0.0166015625","1300","0.0003962110727420494","0","0.0003962110727420494","0.0003962110727420494","","","true"
"120","21.848981079720048","39.644075908377694","4.83660916070638","-0.3088294992030973","0.087890625","0.0126953125","0.1630859375","1300","0.01458063782321634","0","0.01458063782321634","0.01458063782321634","120_119:0.03166507376751093","120_119:660","true"
"121","189.60333926835878","30.73128781748863","4.967922360459374","-0.30831927501521805","0.0205078125","0.01953125","0.021484375","1300","0.0005622637917782642","0","0.0005622637917782642","0.0005622637917782642","121_120:0.04371231928928476","121_120:660","true"
"122","203.84715936995204","207.18782248896397","4.93757949289402","-0.307131343243749","0.019775390625","0.0205078125","0.01904296875","1300","0.00023331387210911325","0","0.00023331387210911325","0.00023331387210911325","122_121:0.014795402248392042;122_123:0.007589165048889068;122_111:0.0050456679657929215","122_121:660;122_123:660;122_111:660","true"
"123","231.34669722593134","181.08887568344426","5.034344478273899","-0.3063945650809262","0.013916015625","0.0166015625","0.01123046875","1300","0.0002131838450504776","0","0.0002131838450504776","0.0002131838450504776","","","true"
"124","247.76717998996378","216.69165336208306","4.949173441620629","-0.30728609162938675","0.01416015625","0.01708984375","0.01123046875","1300","0.00020720009038721607","0","0.00020720009038721607","0.00020720009038721607","124_123:0.0063810592347250394","124_123:660","true"
"125","283.01547606107783","228.84473628665796","4.859116288125937","-0.3081939603922578","0.0146484375","0.01806640625","0.01123046875","1300","0.0007349883024312342","0","0.0007349883024312342","0.0007349883024312342","125_124:0.009198914247939949;125_126:0.007086173997718437","125_124:660;125_126:660","true"
"126","219.63542091014594","175.05688216391874","4.908243298574482","-0.30857572639301106","0.012451171875","0.00830078125","0.0166015625","1300","0.0001401875998702429","0","0.0001401875998702429","0.0001401875998702429","","","true"
