"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"117","249.40702314157545","250.81155224375706","4.8331246821616105","-0.3092141826105853","0.015625","0.01220703125","0.01904296875","1300","0.00023725338322195657","0","0.00023725338322195657","0.00023725338322195657","117_118:0.006286375859571092","117_118:660","true"
"118","110.61645403444844","151.05288329360144","4.732973548530305","-0.3103162291505652","0.005615234375","0.005859375","0.00537109375","1300","0.00037519497662111327","0","0.00037519497662111327","0.00037519497662111327","118_119:0.006271273690721557","118_119:660","true"
"119","9.941314519029863","134.77341949544987","4.802589550581098","-0.28980565670333075","0.01806640625","0.0224609375","0.013671875","1300","0.0002868983258286824","0","0.0002868983258286824","0.0002868983258286824","","","true"
"120","266.2538308673068","264.4087795100383","4.83661684898145","-0.3088294992030973","0.015380859375","0.01611328125","0.0146484375","1300","0.0003534851861452882","0","0.0003534851861452882","0.0003534851861452882","120_119:0.009057379462112103","120_119:660","true"
"121","289.10777895466816","323.46908750176067","4.967924832613705","-0.30831927501521805","0.021484375","0.0244140625","0.0185546875","1300","0.00027630608480946835","0","0.00027630608480946835","0.00027630608480946835","121_120:0.00975378779789099","121_120:660","true"
"122","172.41880108553661","154.58983071846063","4.937578373187825","-0.307131343243749","0.02294921875","0.02490234375","0.02099609375","1300","0.00028605294020040073","0","0.00028605294020040073","0.00028605294020040073","122_121:0.015162761579699147;122_123:0.008144022978229637;122_111:0.006631518402501813","122_121:660;122_123:660;122_111:660","true"
"123","197.69613433192575","142.5552996639191","5.034333422554303","-0.3063945650809262","0.01708984375","0.01904296875","0.01513671875","1300","0.00044606714049858073","0","0.00044606714049858073","0.00044606714049858073","","","true"
"124","221.6121758636837","229.3253713880074","4.949163545523971","-0.30728609162938675","0.0146484375","0.01171875","0.017578125","1300","0.0001749732542607975","0","0.0001749732542607975","0.0001749732542607975","124_123:0.00805201606386824","124_123:660","true"
"125","157.95433641918513","156.96471123810178","4.859126201587496","-0.3081939603922578","0.009765625","0.009765625","0.009765625","1300","0.00031394375572835756","0","0.00031394375572835756","0.00031394375572835756","125_124:0.0066697658372812385;125_126:0.0090583900763197","125_124:660;125_126:660","true"
"126","178.4520450949626","124.5911957053401","4.908243771924405","-0.30857572639301106","0.007568359375","0.00732421875","0.0078125","1300","0.0001488795467243086","0","0.0001488795467243086","0.0001488795467243086","","","true"
