"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"116","285.097610733337","155.56218327565503","4.9127244426880585","-0.3082983947671616","0.015700000000000047","0.015000000000000013","0.0164","4000","0.0010388557639970544","0.0010388557639970544","0.0010388557639970544","116_117:0.04391661175300887;116_115:0.009832644553600667","116_117:660;116_115:660","true"
"117","181.57723692684237","240.86560398063918","4.833109000424879","-0.3092141826105853","0.01529999999999998","0.018399999999999972","0.0122","4000","0.0002147444511735588","0.0002147444511735588","0.0002147444511735588","117_118:0.005807868475346284","117_118:660","true"
"118","243.68169185594013","173.92088620310787","4.732980078055799","-0.3103162291505652","0.00649999999999995","0.008399999999999963","0.0046","4000","0.0001774214394205695","0.0001774214394205695","0.0001774214394205695","118_119:0.020266965009355653","118_119:660","true"
"119","175.6783073479277","112.4071737748471","4.802117124425642","-0.28980565670333075","0.2539","0.2534","0.25439999999999996","4000","0.00022669536735313306","0.00022669536735313306","0.00022669536735313306","","","true"
"120","79.92636034363244","77.24975141066392","4.836615234803444","-0.3088294992030973","0.14290000000000003","0.1446","0.1412","4000","0.0005755241838388602","0.0005755241838388602","0.0005755241838388602","120_119:0.035256898761869576","120_119:660","true"
"121","122.35704974094926","209.7077586726269","4.967919994147641","-0.30831927501521805","0.016000000000000014","0.0168","0.015199999999999991","4000","0.0002794251144044334","0.0002794251144044334","0.0002794251144044334","121_120:0.012819543584883852","121_120:660","true"
"122","221.8884672019496","173.49869343789697","4.937582123840428","-0.307131343243749","0.017900000000000027","0.0172","0.01859999999999995","4000","0.0003003172930772006","0.0003003172930772006","0.0003003172930772006","122_111:0.007304470883504194;122_123:0.014287709300228574;122_121:0.01206011313247582","122_111:660;122_123:660;122_121:660","true"
"123","206.761932861617","163.5959309398286","5.034383370450461","-0.3063945650809262","0.01629999999999998","0.0172","0.01539999999999997","4000","0.00045686549307365654","0.00045686549307365654","0.00045686549307365654","","","true"
"124","216.16770182747214","274.4167299933732","4.949177190503854","-0.30728609162938675","0.009399999999999964","0.009399999999999964","0.0094","4000","0.00018029607467147965","0.00018029607467147965","0.00018029607467147965","124_123:0.013687598983030347","124_123:660","true"
"125","181.00796335668983","167.90543494723605","4.859121736233446","-0.3081939603922578","0.008899999999999908","0.010399999999999965","0.0074","4000","0.0001530258241883862","0.0001530258241883862","0.0001530258241883862","125_126:0.0051320782760423955;125_124:0.0057934477345489566","125_126:660;125_124:660","true"
"126","122.5880614583617","77.20762870782421","4.9082415367038825","-0.30857572639301106","0.009600000000000053","0.011600000000000055","0.0076","4000","0.0002759950161668207","0.0002759950161668207","0.0002759950161668207","","","true"
